CN,CNAME,C_SN,C_SNAME,MPROF,MPROFP,MTEST,RPROF,RPROFP,RTEST,SPROF,SPROFP,SSPROF,SSPROFP,SSTEST,STEST
053,Mineral   ,101,Elk Garden School                       ,10,66.6600,15,7,46.6600,15,9,60.0000,8,53.3300,15,15
053,Mineral   ,103,Keyser Primary/Middle School            ,44,44.8900,98,37,37.7500,98,25,26.5900,31,32.6300,95,94
053,Mineral   ,201,Burlington Primary School               ,10,41.6600,24,6,25.0000,24,5,21.7300,7,30.4300,23,23
053,Mineral   ,203,Fountain Primary School                 ,12,48.0000,25,12,48.0000,25,8,32.0000,12,48.0000,25,25
053,Mineral   ,205,New Creek Primary School                ,17,73.9100,23,13,56.5200,23,13,56.5200,10,45.4500,22,23
053,Mineral   ,303,Frankfort Intermediate School           ,47,40.1700,117,46,39.3100,117,45,38.7900,43,37.0600,116,116
054,Mingo     ,101,Lenore K-8 School                       ,13,30.2300,43,18,41.8600,43,15,35.7100,17,40.4700,42,42
054,Mingo     ,201,Burch PK-4                              ,22,35.4800,62,40,64.5100,62,29,50.0000,27,46.5500,58,58
054,Mingo     ,207,Dingess Elementary School               ,17,65.3800,26,13,50.0000,26,10,41.6600,5,20.8300,24,24
054,Mingo     ,210,Gilbert Elementary School               ,27,47.3600,57,27,47.3600,57,27,47.3600,19,33.3300,57,57
054,Mingo     ,221,Riverside Elementary School             ,19,40.4200,47,26,55.3100,47,25,54.3400,18,39.1300,46,46
054,Mingo     ,222,Matewan Elementary School               ,23,47.9100,48,27,56.2500,48,20,41.6600,18,37.5000,48,48
054,Mingo     ,223,Kermit Area School (K-8)                ,9,31.0300,29,9,31.0300,29,15,51.7200,8,27.5800,29,29
056,Monongalia,203,Brookhaven Elementary                   ,45,47.3600,95,48,50.5200,95,49,51.5700,56,58.9400,95,95
056,Monongalia,204,Ridgedale Elementary                    ,22,37.2800,59,17,28.8100,59,21,36.2000,17,29.3100,58,58
056,Monongalia,210,Easton Elementary School                ,12,44.4400,27,14,51.8500,27,14,51.8500,14,51.8500,27,27
056,Monongalia,220,North Elementary School                 ,56,62.2200,90,54,60.0000,90,42,46.6600,44,48.8800,90,90
056,Monongalia,226,Suncrest Primary                        ,31,65.9500,47,27,57.4400,47,34,72.3400,28,59.5700,47,47
056,Monongalia,230,Woodburn Elementary                     ,12,27.2700,44,10,22.7200,44,7,15.9000,10,22.7200,44,44
056,Monongalia,232,Cheat Lake Elementary School            ,85,61.1500,139,75,53.9500,139,67,49.6200,73,54.4700,134,135
056,Monongalia,233,Mountainview Elementary                 ,51,46.3600,110,54,49.0900,110,52,47.2700,44,40.0000,110,110
056,Monongalia,236,Mason-Dixon Elementary                  ,27,47.3600,57,29,50.8700,57,25,43.8500,26,45.6100,57,57
056,Monongalia,240,Skyview Elementary                      ,26,34.2100,76,29,38.1500,76,27,35.5200,30,39.4700,76,76
056,Monongalia,241,Mylan Park Elementary                   ,28,34.5600,81,27,33.3300,81,20,25.6400,29,36.7000,79,78
057,Monroe    ,202,Peterstown Elementary                   ,32,43.8300,73,32,43.8300,73,27,37.5000,20,27.7700,72,72
057,Monroe    ,204,Mountain View Elementary and Middle     ,22,53.6500,41,24,58.5300,41,26,63.4100,19,46.3400,41,41
058,Morgan    ,202,Greenwood Elementary School             ,6,40.0000,15,4,26.6600,15,2,13.3300,4,26.6600,15,15
058,Morgan    ,204,Paw Paw Elementary School               ,7,38.8800,18,5,27.7700,18,4,22.2200,2,11.1100,18,18
058,Morgan    ,205,Pleasant View Elementary School         ,15,60.0000,25,16,64.0000,25,10,41.6600,10,40.0000,25,24
058,Morgan    ,208,Warm Springs Intermediate School        ,40,37.7300,106,50,47.1600,106,37,35.5700,33,31.7300,104,104
060,McDowell  ,203,Anawalt Elementary School               ,4,23.5200,17,4,23.5200,17,1,5.8800,6,35.2900,17,17
060,McDowell  ,206,Bradshaw Elementary School              ,11,36.6600,30,9,30.0000,30,10,37.0300,6,21.4200,28,27
060,McDowell  ,210,Fall River Elementary School            ,7,35.0000,20,10,50.0000,20,4,20.0000,5,25.0000,20,20
060,McDowell  ,213,Iaeger Elementary School                ,17,34.6900,49,15,30.6100,49,17,34.6900,17,34.6900,49,49
060,McDowell  ,217,Kimball Elementary School               ,21,50.0000,42,20,47.6100,42,10,24.3900,10,24.3900,41,41
060,McDowell  ,222,Welch Elementary School                 ,8,17.7700,45,17,37.7700,45,5,11.3600,6,13.6300,44,44
060,McDowell  ,223,Southside K-8                           ,7,13.2000,53,12,22.6400,53,8,15.0900,7,13.2000,53,53
062,Nicholas  ,201,Beaver Elementary School                ,5,27.7700,18,3,16.6600,18,8,44.4400,4,22.2200,18,18
062,Nicholas  ,202,Birch River Elementary School           ,4,19.0400,21,4,19.0400,21,6,28.5700,3,14.2800,21,21
062,Nicholas  ,204,Cherry River Elementary School          ,15,36.5800,41,21,51.2100,41,16,40.0000,13,32.5000,40,40
062,Nicholas  ,205,Craigsville Elementary School           ,25,69.4400,36,18,50.0000,36,15,42.8500,15,42.8500,35,35
062,Nicholas  ,206,Dixie Elementary School                 ,4,40.0000,10,4,40.0000,10,4,40.0000,4,40.0000,10,10
062,Nicholas  ,209,Glade Creek Elementary School           ,11,52.3800,21,9,42.8500,21,9,42.8500,9,42.8500,21,21
062,Nicholas  ,212,Mt Lookout Elementary School            ,12,57.1400,21,11,52.3800,21,12,57.1400,13,61.9000,21,21
062,Nicholas  ,213,Mt Nebo Elementary School               ,4,26.6600,15,8,53.3300,15,7,46.6600,7,46.6600,15,15
062,Nicholas  ,218,Summersville Elementary School          ,33,66.0000,50,21,42.0000,50,21,44.6800,15,31.9100,47,47
062,Nicholas  ,219,Zela Elementary School                  ,9,42.8500,21,14,66.6600,21,8,38.0900,10,47.6100,21,21
062,Nicholas  ,220,Panther Creek Elementary School         ,14,42.4200,33,19,57.5700,33,14,43.7500,9,28.1200,32,32
064,Ohio      ,201,Bethlehem Elementary School             ,10,47.6100,21,11,52.3800,21,15,71.4200,7,33.3300,21,21
064,Ohio      ,203,Elm Grove Elementary School             ,31,47.6900,65,32,49.2300,65,24,36.9200,22,33.8400,65,65
064,Ohio      ,205,Madison Elementary School               ,17,70.8300,24,17,70.8300,24,5,20.8300,6,25.0000,24,24
064,Ohio      ,206,Middle Creek Elementary School          ,29,58.0000,50,28,56.0000,50,24,48.0000,24,48.0000,50,50
064,Ohio      ,209,Ritchie Elementary School               ,32,58.1800,55,33,60.0000,55,14,31.1100,15,33.3300,45,45
064,Ohio      ,210,Steenrod Elementary School              ,27,72.9700,37,31,81.5700,38,30,81.0800,29,78.3700,37,37
064,Ohio      ,212,West Liberty Elementary School          ,10,62.5000,16,11,68.7500,16,10,62.5000,8,50.0000,16,16
064,Ohio      ,213,Woodsdale Elementary School             ,46,66.6600,69,44,63.7600,69,48,72.7200,40,60.6000,66,66
064,Ohio      ,303,Warwood School                          ,43,76.7800,56,33,58.9200,56,29,51.7800,33,58.9200,56,56
066,Pendleton ,201,Brandywine Elementary School            ,9,64.2800,14,9,64.2800,14,6,42.8500,9,64.2800,14,14
066,Pendleton ,202,Franklin Elementary School              ,14,35.8900,39,16,41.0200,39,17,47.2200,13,36.1100,36,36
066,Pendleton ,205,North Fork Elementary School            ,9,50.0000,18,7,38.8800,18,9,50.0000,9,50.0000,18,18
067,Pleasants ,201,Belmont Elementary                      ,14,38.8800,36,13,36.1100,36,14,41.1700,13,38.2300,34,34
067,Pleasants ,202,St Marys Elementary                     ,18,36.0000,50,22,44.0000,50,25,51.0200,20,40.8100,49,49
069,Pocahontas,101,Hillsboro Elementary School             ,3,21.4200,14,3,21.4200,14,3,21.4200,2,14.2800,14,14
069,Pocahontas,102,Green Bank Elementary/Middle School     ,7,29.1600,24,10,41.6600,24,9,37.5000,11,45.8300,24,24
069,Pocahontas,202,Marlinton Elementary School             ,22,46.8000,47,19,40.4200,47,23,51.1100,17,37.7700,45,45
070,Preston   ,103,Rowlesburg School                       ,4,23.5200,17,5,29.4100,17,5,29.4100,5,29.4100,17,17
070,Preston   ,104,Bruceton School                         ,33,46.4700,71,36,50.7000,71,43,60.5600,34,47.8800,71,71
070,Preston   ,105,Terra Alta/East Preston                 ,9,18.3600,49,12,24.4800,49,8,16.3200,10,20.4000,49,49
070,Preston   ,203,Fellowsville Elementary                 ,6,33.3300,18,6,33.3300,18,6,33.3300,8,44.4400,18,18
070,Preston   ,204,Kingwood Elementary                     ,35,41.6600,84,41,48.8000,84,33,40.2400,35,42.1600,83,82
070,Preston   ,206,Tunnelton-Denver Elementary             ,7,25.9200,27,10,37.0300,27,4,14.8100,7,25.9200,27,27
070,Preston   ,207,Valley Elementary                       ,16,21.3300,75,23,30.6600,75,18,24.0000,15,20.0000,75,75
072,Putnam    ,205,Buffalo Elementary School               ,16,45.7100,35,13,37.1400,35,12,34.2800,16,45.7100,35,35
072,Putnam    ,210,Confidence Elementary School            ,11,39.2800,28,14,50.0000,28,13,48.1400,9,32.1400,28,27
072,Putnam    ,215,Conner Street Elementary School         ,20,31.7400,63,24,38.0900,63,31,49.2000,24,38.0900,63,63
072,Putnam    ,220,Eastbrook Elementary School             ,29,61.7000,47,23,48.9300,47,35,74.4600,32,68.0800,47,47
072,Putnam    ,225,George Washington Elementary School     ,27,67.5000,40,24,60.0000,40,24,60.0000,25,62.5000,40,40
072,Putnam    ,230,Hometown Elementary School              ,11,91.6600,12,8,66.6600,12,10,83.3300,9,75.0000,12,12
072,Putnam    ,235,Hurricane Town Elementary School        ,28,47.4500,59,33,55.9300,59,38,64.4000,25,42.3700,59,59
072,Putnam    ,240,Lakeside Elementary School              ,14,30.4300,46,22,47.8200,46,14,31.1100,16,35.5500,45,45
072,Putnam    ,255,Poca Elementary School                  ,43,71.6600,60,42,70.0000,60,38,66.6600,35,61.4000,57,57
072,Putnam    ,260,Rock Branch Elementary School           ,12,40.0000,30,19,63.3300,30,17,56.6600,15,50.0000,30,30
072,Putnam    ,265,Scott Teays Elementary School           ,39,55.7100,70,40,57.1400,70,54,77.1400,50,71.4200,70,70
072,Putnam    ,270,West Teays Elementary School            ,74,66.0700,112,82,73.2100,112,81,76.4100,83,78.3000,106,106
072,Putnam    ,275,Winfield Elementary School              ,39,55.7100,70,37,52.8500,70,38,58.4600,33,50.7600,65,65
072,Putnam    ,280,Mountain View Elementary School         ,32,44.4400,72,33,45.8300,72,34,47.8800,31,43.6600,71,71
074,Raleigh   ,202,Bradley Elementary School               ,25,43.1000,58,35,60.3400,58,33,56.8900,28,48.2700,58,58
074,Raleigh   ,204,Clear Fork District Elementary          ,20,54.0500,37,20,54.0500,37,21,58.3300,22,61.1100,36,36
074,Raleigh   ,205,Coal City Elementary                    ,12,27.9000,43,20,46.5100,43,7,16.6600,10,23.8000,42,42
074,Raleigh   ,206,Crab Orchard Elementary                 ,23,51.1100,45,25,55.5500,45,20,46.5100,15,34.8800,43,43
074,Raleigh   ,207,Cranberry-Prosperity Elementary         ,9,22.5000,40,11,27.5000,40,9,22.5000,8,20.0000,40,40
074,Raleigh   ,208,Crescent Elementary                     ,24,60.0000,40,30,75.0000,40,11,27.5000,21,52.5000,40,40
074,Raleigh   ,209,Daniels Elementary                      ,43,43.0000,100,65,65.0000,100,49,50.0000,53,54.0800,98,98
074,Raleigh   ,211,Fairdale Elementary School              ,21,23.5900,89,26,29.2100,89,13,14.7700,23,25.8400,89,88
074,Raleigh   ,212,Ghent Elementary                        ,12,38.7000,31,15,48.3800,31,13,41.9300,9,29.0300,31,31
074,Raleigh   ,213,Hollywood Elementary                    ,15,48.3800,31,18,58.0600,31,9,29.0300,11,35.4800,31,31
074,Raleigh   ,215,Lester Elementary                       ,2,11.1100,18,4,22.2200,18,2,11.1100,2,11.1100,18,18
074,Raleigh   ,217,Mabscott Elementary                     ,16,48.4800,33,12,36.3600,33,11,33.3300,10,30.3000,33,33
074,Raleigh   ,218,Maxwell Hill Elementary                 ,16,53.3300,30,28,93.3300,30,21,70.0000,19,63.3300,30,30
074,Raleigh   ,226,Stanaford Elementary                    ,27,47.3600,57,35,61.4000,57,27,48.2100,32,57.1400,56,56
074,Raleigh   ,227,Shady Spring Elementary                 ,21,33.8700,62,33,53.2200,62,19,31.1400,23,37.7000,61,61
074,Raleigh   ,229,Sophia-Soak Creek Elementary            ,16,43.2400,37,17,45.9400,37,19,51.3500,16,43.2400,37,37
074,Raleigh   ,232,Marsh Fork Elementary                   ,12,44.4400,27,10,37.0300,27,7,25.9200,6,22.2200,27,27
074,Raleigh   ,233,Stratton Elementary                     ,16,41.0200,39,16,41.0200,39,10,25.6400,12,30.7600,39,39
074,Raleigh   ,234,Beckley Elementary School               ,26,50.0000,52,27,51.9200,52,16,30.7600,21,40.3800,52,52
075,Randolph  ,101,Coalton Elementary School               ,6,33.3300,18,3,16.6600,18,3,16.6600,3,16.6600,18,18
075,Randolph  ,102,Harman Elementary/High School           ,9,60.0000,15,6,40.0000,15,10,66.6600,7,46.6600,15,15
075,Randolph  ,201,Beverly Elementary School               ,20,54.0500,37,17,45.9400,37,12,32.4300,15,40.5400,37,37
075,Randolph  ,202,Jennings Randolph Elementary School     ,23,54.7600,42,17,40.4700,42,15,35.7100,10,23.8000,42,42
075,Randolph  ,203,Third Ward Elkins Elementary School     ,17,34.6900,49,21,42.8500,49,19,41.3000,18,39.1300,46,46
075,Randolph  ,204,George Ward Elementary School           ,16,38.0900,42,14,33.3300,42,17,40.4700,20,47.6100,42,42
075,Randolph  ,205,Homestead Elementary School             ,11,45.8300,24,8,33.3300,24,10,45.4500,6,27.2700,22,22
075,Randolph  ,206,Midland Elementary School               ,15,34.8800,43,13,30.2300,43,10,23.2500,12,27.9000,43,43
075,Randolph  ,207,North Elementary School                 ,9,19.1400,47,9,19.1400,47,14,29.7800,10,21.2700,47,47
077,Ritchie   ,203,Ellenboro Elementary School             ,7,33.3300,21,10,47.6100,21,5,26.3100,8,42.1000,19,19
077,Ritchie   ,204,Harrisville Elementary School           ,26,50.9800,51,22,43.1300,51,18,38.2900,16,34.0400,47,47
077,Ritchie   ,205,Creed Collins Elementary School         ,13,33.3300,39,16,41.0200,39,11,28.9400,13,34.2100,38,38
079,Roane     ,202,Geary Elementary/Middle School          ,7,22.5800,31,8,25.8000,31,13,43.3300,8,26.6600,30,30
079,Roane     ,203,Reedy Elementary School                 ,5,38.4600,13,6,46.1500,13,8,61.5300,4,30.7600,13,13
079,Roane     ,205,Spencer Elementary School               ,39,37.5000,104,43,41.3400,104,52,50.0000,40,38.4600,104,104
079,Roane     ,206,Walton Elementary/Middle School         ,11,23.9100,46,21,45.6500,46,17,37.7700,19,42.2200,45,45
081,Summers   ,102,Talcott Elementary School               ,12,48.0000,25,6,24.0000,25,15,60.0000,12,48.0000,25,25
081,Summers   ,203,Hinton Area Elementary School           ,23,33.8200,68,20,29.4100,68,34,50.7400,30,44.7700,67,67
081,Summers   ,204,Jumping Branch Elementary School        ,2,8.3300,24,8,33.3300,24,9,37.5000,7,29.1600,24,24
083,Taylor    ,201,Anna Jarvis Elementary School           ,32,27.5800,116,35,30.1700,116,42,36.5200,39,33.9100,115,115
083,Taylor    ,202,Flemington Elementary School            ,4,20.0000,20,4,20.0000,20,6,30.0000,4,20.0000,20,20
083,Taylor    ,204,West Taylor Elementary School           ,23,48.9300,47,26,55.3100,47,23,48.9300,22,46.8000,47,47
084,Tucker    ,101,Davis-Thomas Elementary Middle School   ,14,53.8400,26,6,22.2200,27,13,50.0000,12,46.1500,26,26
084,Tucker    ,103,Tucker Valley Elementary Middle School  ,14,24.1300,58,13,22.4100,58,21,52.5000,20,35.0800,57,40
085,Tyler     ,201,Arthur I Boreman Elementary School      ,26,41.9300,62,29,46.7700,62,19,32.7500,24,41.3700,58,58
085,Tyler     ,202,Sistersville Elementary School          ,12,38.7000,31,10,32.2500,31,13,41.9300,11,35.4800,31,31
087,Upshur    ,202,Buckhannon Academy Elementary School    ,33,39.2800,84,34,40.4700,84,35,41.6600,27,32.1400,84,84
087,Upshur    ,205,French Creek Elementary                 ,14,37.8300,37,12,32.4300,37,15,41.6600,9,25.0000,36,36
087,Upshur    ,206,Hodgesville Elementary                  ,9,47.3600,19,7,36.8400,19,8,42.1000,4,21.0500,19,19
087,Upshur    ,208,Rock Cave Elementary                    ,8,33.3300,24,11,45.8300,24,10,41.6600,8,33.3300,24,24
087,Upshur    ,209,Tennerton Elementary                    ,17,40.4700,42,15,35.7100,42,19,45.2300,15,35.7100,42,42
087,Upshur    ,210,Washington District Elementary          ,16,64.0000,25,15,60.0000,25,20,80.0000,17,68.0000,25,25
087,Upshur    ,211,Union Elementary School                 ,11,22.9100,48,19,39.5800,48,18,39.1300,13,27.6500,47,46
089,Wayne     ,202,Buffalo Elementary School               ,29,42.0200,69,37,53.6200,69,35,50.7200,34,49.2700,69,69
089,Wayne     ,203,Ceredo Elementary School                ,13,37.1400,35,21,60.0000,35,16,48.4800,13,39.3900,33,33
089,Wayne     ,206,Crum Elementary School                  ,8,28.5700,28,11,39.2800,28,9,32.1400,9,32.1400,28,28
089,Wayne     ,207,Dunlow Elementary School                ,3,20.0000,15,10,66.6600,15,3,21.4200,3,21.4200,14,14
089,Wayne     ,208,Fort Gay Elementary                     ,9,16.9800,53,17,32.0700,53,8,15.0900,9,16.9800,53,53
089,Wayne     ,209,Genoa Elementary School                 ,2,12.5000,16,2,12.5000,16,1,6.6600,1,6.6600,15,15
089,Wayne     ,210,Kellogg Elementary School               ,49,60.4900,81,53,65.4300,81,39,48.1400,31,38.2700,81,81
089,Wayne     ,211,Kenova Elementary School                ,22,38.5900,57,29,50.8700,57,16,29.0900,15,27.2700,55,55
089,Wayne     ,212,Lavalette Elementary School             ,20,37.0300,54,26,48.1400,54,25,46.2900,18,33.3300,54,54
089,Wayne     ,213,Prichard Elementary School              ,17,56.6600,30,18,60.0000,30,16,53.3300,15,50.0000,30,30
089,Wayne     ,215,Wayne Elementary School                 ,32,40.0000,80,40,50.0000,80,33,41.7700,30,37.9700,79,79
089,Wayne     ,216,East Lynn Elementary School             ,9,32.1400,28,8,28.5700,28,12,46.1500,11,42.3000,26,26
091,Webster   ,202,Glade Elementary School                 ,32,59.2500,54,23,42.5900,54,19,35.1800,18,33.3300,54,54
091,Webster   ,204,Webster Springs Elementary School       ,7,21.2100,33,10,30.3000,33,6,19.3500,4,12.9000,31,31
092,Wetzel    ,201,Long Drain School                       ,14,37.8300,37,12,32.4300,37,8,21.6200,11,29.7200,37,37
092,Wetzel    ,202,New Martinsville School                 ,20,22.2200,90,32,35.5500,90,23,25.5500,25,27.7700,90,90
092,Wetzel    ,203,Paden City Elementary School            ,8,27.5800,29,9,31.0300,29,14,48.2700,15,51.7200,29,29
092,Wetzel    ,204,Short Line School                       ,7,15.5500,45,15,33.3300,45,23,51.1100,13,28.8800,45,45
094,Wirt      ,201,Wirt County Primary Center              ,20,27.3900,73,21,28.7600,73,29,40.2700,18,25.0000,72,72
096,Wood      ,201,Blennerhasset Elementary                ,37,61.6600,60,33,55.0000,60,34,56.6600,26,43.3300,60,60
096,Wood      ,205,Criss Elementary                        ,19,48.7100,39,22,56.4100,39,21,53.8400,16,41.0200,39,39
096,Wood      ,206,Emerson Elementary                      ,20,36.3600,55,24,43.6300,55,14,26.4100,15,27.7700,54,53
096,Wood      ,207,Fairplains Elementary                   ,6,22.2200,27,8,29.6200,27,9,33.3300,9,33.3300,27,27
096,Wood      ,208,Gihon Elementary                        ,28,71.7900,39,15,38.4600,39,24,63.1500,20,52.6300,38,38
096,Wood      ,209,Greenmont Elementary                    ,28,71.7900,39,29,74.3500,39,29,74.3500,26,66.6600,39,39
096,Wood      ,211,Jefferson Elementary Center             ,17,25.7500,66,20,30.3000,66,19,28.7800,16,24.2400,66,66
096,Wood      ,212,Kanawha Elementary                      ,18,32.1400,56,20,35.7100,56,23,41.0700,18,32.1400,56,56
096,Wood      ,215,Lubeck Elementary                       ,31,37.8000,82,36,43.9000,82,43,52.4300,32,39.0200,82,82
096,Wood      ,216,Madison Elementary                      ,19,38.0000,50,24,48.0000,50,21,42.0000,20,40.0000,50,50
096,Wood      ,218,McKinley Elementary                     ,21,36.2000,58,20,34.4800,58,14,25.4500,16,28.5700,56,55
096,Wood      ,219,Mineral Wells Elementary                ,46,56.0900,82,33,40.2400,82,30,36.5800,33,40.2400,82,82
096,Wood      ,222,Neale Elementary                        ,24,36.9200,65,39,60.0000,65,33,50.7600,29,44.6100,65,65
096,Wood      ,231,Vienna Elementary                       ,24,48.0000,50,24,48.0000,50,27,55.1000,19,38.7700,49,49
096,Wood      ,234,Waverly Elementary                      ,10,76.9200,13,8,57.1400,14,11,78.5700,8,57.1400,14,14
096,Wood      ,235,Williamstown Elementary                 ,38,53.5200,71,37,52.1100,71,38,53.5200,32,45.0700,71,71
096,Wood      ,236,Worthington Elementary                  ,17,42.5000,40,20,50.0000,40,18,46.1500,13,33.3300,39,39
096,Wood      ,237,Franklin Elementary Center              ,6,14.6300,41,7,17.0700,41,12,30.7600,6,15.3800,39,39
096,Wood      ,238,Martin Elementary School                ,8,21.6200,37,11,29.7200,37,8,25.8000,6,19.3500,31,31
098,Wyoming   ,201,Baileysville Elementary & MiddleSchool  ,16,36.3600,44,18,40.9000,44,18,41.8600,17,39.5300,43,43
098,Wyoming   ,202,Berlin McKinney Elementary School       ,33,50.0000,66,34,51.5100,66,30,45.4500,25,37.8700,66,66
098,Wyoming   ,204,Glen Fork Elementary & Middle School    ,9,52.9400,17,8,47.0500,17,6,35.2900,6,35.2900,17,17
098,Wyoming   ,206,Herndon Cons Elementary & Middle School ,9,52.9400,17,10,58.8200,17,7,41.1700,7,41.1700,17,17
098,Wyoming   ,207,Huff Cons Elementary & Middle School    ,9,34.6100,26,10,38.4600,26,2,7.6900,2,7.6900,26,26
098,Wyoming   ,211,Mullens Elementary School               ,11,34.3700,32,15,46.8700,32,6,18.7500,8,25.0000,32,32
098,Wyoming   ,212,Pineville Elementary School             ,17,30.3500,56,20,35.7100,56,4,7.2700,6,11.1100,54,55
098,Wyoming   ,214,Road Branch Elementary & Middle School  ,5,21.7300,23,10,43.4700,23,2,8.6900,3,13.0400,23,23
